第 39 轮 · 真背景落盘  2026-09-24 01:35:01   
==============================================================================
判据：房间自带 bg_sprite / asset_sprites 且宽高均 ≥ (300, 200)
  ch5.home.torbathroom                           ch5       EXISTS         spr_bg_torbathroom             320x240->[320, 240]
  ch5.light_world.lw_library_upstairs            ch5       EXISTS         bg_lw_library_upstairs         320x240->[320, 240]
  ch5.light_world.lw_police                      ch5       EXISTS         bg_lw_police_house_base        320x240->[320, 240]
  ch5.light_world.lw_icee_pizza                  ch5       EXISTS         bg_lw_ice_e_pizza              305x239->[305, 239]
  ch5.light_world.lw_church_entrance             ch5       EXISTS         bg_church_entrance             640x240->[640, 240]
  ch5.ralsei_room.dw_ralsei_castle_front         ch5       EXISTS         bg_darkcastle_front            660x480->[660, 480]

★ 与当前口径源图尺寸不一致的已存在文件：1 个
   ch1.kris_room.kris_s_room                      bg_myroom                      源 320x240 / 磁盘 [640, 480]

源图尺寸分布（按出现次数降序）：
   320x240         87
   640x480         25
   660x480          5
   538x240          5
   707x240          5
   305x239          4
   640x1160         3
   600x240          3
   460x240          3
   614x214          2
   428x480          2
   920x480          2
   640x240          2
   640x440          1
   640x800          1
   480x480          1
   1280x480         1
   336x480          1
   1586x480         1
   1000x520         1
   922x480          1
   960x1200         1

源图宽 vs 房间宽（>1 表示素材比房间宽，缩放余地大）：
   最小 0.10  ch2.cyber_city.dw_city_traffic_4             素材 [480, 480] / 房间 4600x480
   最小 0.11  ch1.dark_world.dark_chase1                   素材 [614, 214] / 房间 5400x1000
   最小 0.17  ch2.queens_mansion.dw_mansion_top_post_old   素材 [428, 480] / 房间 2560x480
   最小 0.25  ch2.queens_mansion.dw_mansion_top            素材 [640, 480] / 房间 2560x480
   最小 0.25  ch2.queens_mansion.dw_mansion_top_post       素材 [640, 480] / 房间 2560x480
   最大 1.01  ch3.home.torhouse                            素材 [707, 240] / 房间 700x240
   最大 1.01  ch4.home.torhouse                            素材 [707, 240] / 房间 700x240
   最大 1.01  ch5.home.torhouse                            素材 [707, 240] / 房间 700x240

耗时 1.2s
结论：OK
